Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2	nspax	re	meanvel	varvel	skewvel	kurtvel	meansig	varsig	skewsig	kurtsig	abskewvel	abskewsig	random
145	fg1_m13	1	2.25	1	83.96	0.05	0.04	17.02	0.55	0.49	7.35	22.42	0.3	0.48	1008	40.18	-2.96	81.25	0.25	-1.28	107.57	16.63	0.63	0.53	0.25	0.63	-1.29
146	fg1_m13	1	2.25	2	43.39	0.06	0.03	12.48	0.31	0.52	6.48	6.74	0.43	0.21	368	8.75	-17.85	48.86	0.04	-1.2	118.77	18.46	0.41	-0.29	0.04	0.41	0.73
147	fg1_m13	1	2.25	3	57.43	0.04	0.04	8.6	0.27	0.49	3.28	4.38	0.3	0.48	368	8.03	3.65	52.4	-0.05	-1.26	121.56	18.82	0.34	-0.57	0.05	0.34	-0.35
148	fg1_m13	1	2.25	4	71.16	0.09	0.04	5.61	0.12	0.32	32.91	39.59	0.3	0.48	368	7.8	-8.94	16.38	0.02	-0.85	102.92	14.68	0.43	-0.52	0.02	0.43	1.43
149	fg1_m13	1	2.25	5	53.06	0.03	0.03	11.38	0.44	0.69	2.36	4.03	0.0	0.21	646	14.15	-22.93	59.09	0.02	-1.12	107.85	17.79	0.28	-0.34	0.02	0.28	1.14
150	fg1_m13	1	2.25	6	55.83	0.03	0.03	10.32	0.37	0.59	17.18	25.74	0.3	0.48	361	9.41	-1.17	62.72	-0.02	-0.88	124.37	18.59	-0.12	-0.48	0.02	0.12	-0.92
151	fg1_m13	1	2.3	0	84.18	0.05	0.03	8.04	0.19	0.33	26.54	27.0	0.3	0.48	368	6.29	-14.63	37.98	-0.07	-1.32	115.14	15.42	0.32	-0.58	0.07	0.32	1.55
152	fg1_m13	1	2.3	1	81.68	0.05	0.03	8.44	0.36	0.5	15.28	31.58	0.3	0.48	368	11.32	-15.27	50.55	0.15	-1.22	118.53	17.25	0.71	-0.13	0.15	0.71	-0.33
153	fg1_m13	1	2.3	2	45.71	0.05	0.04	14.17	0.32	0.54	4.63	6.35	0.0	0.21	368	8.52	-20.13	53.6	-0.09	-1.11	121.9	18.39	0.32	-0.33	0.09	0.32	-0.72
154	fg1_m13	1	2.3	3	53.19	0.04	0.04	7.71	0.26	0.4	4.4	5.33	0.43	0.64	368	8.2	4.87	50.41	-0.0	-1.15	122.9	17.03	0.45	-0.55	0.0	0.45	0.01
155	fg1_m13	1	2.3	4	72.36	0.11	0.03	6.69	0.13	0.33	28.05	18.36	0.0	0.21	368	7.49	-8.79	15.96	-0.02	-1.01	103.75	14.65	0.3	-0.95	0.02	0.3	-0.67
156	fg1_m13	1	2.3	5	56.16	0.03	0.03	6.45	0.39	0.73	4.02	6.88	0.0	0.48	581	11.5	-16.75	62.18	-0.01	-1.37	110.88	17.4	0.49	-0.21	0.01	0.49	-0.63
157	fg1_m13	1	2.3	6	59.2	0.04	0.03	10.23	0.41	0.59	3.42	5.74	0.3	0.48	616	11.88	7.13	71.49	0.14	-1.11	113.54	17.15	0.41	-0.11	0.14	0.41	-0.83
158	fg1_m13	1	2.35	0	74.61	0.07	0.05	10.02	0.22	0.28	10.36	13.07	0.3	0.48	368	7.37	-13.01	41.81	-0.03	-1.33	116.62	17.34	0.46	-0.36	0.03	0.46	1.25
159	fg1_m13	1	2.35	1	83.54	0.03	0.03	6.21	0.3	0.42	17.36	25.71	0.61	0.77	368	9.51	-9.76	51.49	-0.03	-1.21	119.72	19.86	0.68	-0.49	0.03	0.68	1.05
160	fg1_m13	1	2.35	2	43.59	0.04	0.03	9.1	0.29	0.42	7.61	11.7	0.3	0.48	368	7.28	-27.65	51.16	-0.11	-1.2	121.64	17.95	0.56	-0.22	0.11	0.56	-1.69
161	fg1_m13	1	2.35	3	46.31	0.05	0.04	7.39	0.26	0.25	15.87	21.63	0.3	0.48	368	8.46	11.0	48.59	-0.08	-1.11	122.19	17.36	0.42	-0.77	0.08	0.42	-1.52
162	fg1_m13	1	2.35	5	53.33	0.04	0.03	13.75	0.31	0.72	4.62	5.99	0.0	0.21	360	7.3	-23.64	54.03	0.0	-1.04	116.77	19.4	0.04	-0.57	0.0	0.04	0.78
163	fg1_m13	1	2.35	6	55.75	0.04	0.02	8.12	0.42	0.61	1.93	3.93	0.3	0.48	645	13.46	12.89	62.66	0.11	-1.18	111.59	13.24	0.85	0.84	0.11	0.85	-0.89
164	fg1_m13	1	2.4	0	82.96	0.06	0.04	9.56	0.22	0.24	11.61	14.27	0.3	0.48	368	7.38	-8.99	44.87	-0.16	-1.18	119.64	17.64	0.71	-0.39	0.16	0.71	-0.64
165	fg1_m13	1	2.4	1	80.55	0.04	0.03	10.22	0.29	0.42	19.08	22.62	0.0	0.21	368	8.21	-12.46	53.44	0.06	-1.03	123.65	18.66	0.3	-0.43	0.06	0.3	-0.35
166	fg1_m13	1	2.4	2	42.61	0.05	0.03	15.28	0.33	0.31	5.86	8.3	0.3	0.21	368	9.05	-26.43	50.12	0.04	-1.18	121.16	17.25	0.76	-0.13	0.04	0.76	-2.22
167	fg1_m13	1	2.4	3	47.47	0.05	0.04	8.63	0.27	0.26	4.79	7.19	0.3	0.48	368	8.8	15.99	45.57	-0.23	-1.11	120.21	15.84	0.34	-0.44	0.23	0.34	1.07
168	fg1_m13	1	2.4	4	38.04	0.14	0.04	5.22	0.15	-0.14	25.42	13.19	0.0	0.48	368	5.82	-11.96	14.93	0.09	-1.02	104.45	12.12	0.22	-0.56	0.09	0.22	0.54
169	fg1_m13	1	2.4	5	46.92	0.03	0.03	13.37	0.35	0.68	12.14	9.59	0.0	0.21	361	8.71	-23.59	52.65	0.08	-0.97	117.14	15.95	0.41	-0.66	0.08	0.41	2.05
170	fg1_m13	1	2.4	6	59.25	0.03	0.02	7.81	0.42	0.65	1.98	3.03	0.3	0.21	616	12.75	13.56	65.5	0.04	-1.36	113.04	14.71	0.47	-0.17	0.04	0.47	-0.96
171	fg1_m13	1	2.44	0	89.8	0.05	0.03	9.08	0.25	0.28	8.61	11.93	0.0	0.48	368	8.02	-11.7	44.99	-0.11	-1.2	119.53	17.65	0.53	-0.67	0.11	0.53	-0.36
172	fg1_m13	1	2.44	1	81.12	0.05	0.03	11.05	0.31	0.37	14.28	15.32	0.0	0.48	368	8.36	-17.89	55.1	0.01	-1.08	122.87	18.96	0.24	-0.84	0.01	0.24	1.24
173	fg1_m13	1	2.44	2	37.9	0.03	0.02	5.69	0.33	0.28	3.06	6.05	0.3	0.48	368	9.44	-28.54	50.55	-0.01	-1.21	122.51	18.45	0.73	-0.07	0.01	0.73	1.45
174	fg1_m13	1	2.44	3	47.29	0.04	0.05	8.48	0.29	0.27	15.31	34.15	0.61	0.21	752	11.93	-0.16	59.52	-0.26	-0.11	124.63	30.73	0.84	-0.05	0.26	0.84	0.47
175	fg1_m13	1	2.44	4	56.71	0.18	0.04	8.89	0.16	-0.08	47.45	50.7	0.43	0.48	368	5.71	-15.35	13.72	0.04	-0.72	103.85	12.41	0.38	-0.75	0.04	0.38	-0.76
176	fg1_m13	1	2.44	5	45.48	0.04	0.03	8.62	0.43	0.68	3.44	8.21	0.0	0.48	607	12.69	-22.42	66.01	0.13	-1.18	112.9	14.58	0.58	-0.38	0.13	0.58	-0.74
177	fg1_m13	1	2.44	6	55.71	0.04	0.04	12.57	0.48	0.68	4.86	7.98	0.3	0.48	823	15.55	0.9	94.42	-0.25	-1.02	118.18	16.22	0.48	-0.96	0.25	0.48	0.56
178	fg1_m13	1	2.54	0	82.27	0.05	0.04	8.24	0.32	0.43	18.12	44.18	0.0	0.21	736	11.43	-20.4	49.37	0.04	-1.33	119.2	18.21	0.69	-0.25	0.04	0.69	-0.23
179	fg1_m13	1	2.54	1	80.05	0.04	0.03	8.8	0.27	0.49	13.49	15.33	0.0	0.21	368	9.62	-14.41	45.03	0.02	-1.04	123.64	16.25	-0.41	-0.38	0.02	0.41	-0.15
180	fg1_m13	1	2.54	2	25.12	0.06	0.03	8.23	0.27	0.26	19.95	17.37	0.0	0.48	368	9.87	-1.06	47.62	-0.09	-0.83	127.72	14.89	0.24	-0.34	0.09	0.24	-1.22
181	fg1_m13	1	2.54	4	27.18	0.47	0.03	5.88	0.08	0.14	52.67	36.87	0.3	0.48	368	7.26	-7.8	7.71	0.27	-0.34	106.28	12.14	0.1	-0.45	0.27	0.1	-0.14
182	fg1_m13	1	2.54	5	35.61	0.06	0.03	8.77	0.41	0.65	9.62	18.36	0.43	0.88	838	15.06	-14.15	70.05	-0.19	-1.38	126.74	13.37	0.63	-0.12	0.19	0.63	-0.13
183	fg1_m13	1	2.54	6	54.68	0.06	0.03	13.22	0.34	0.64	22.55	31.54	0.91	1.37	887	14.95	-4.99	63.74	0.56	-0.59	120.15	16.78	0.43	-0.14	0.56	0.43	0.84
184	fg1_m13	1	2.64	0	81.08	0.08	0.04	12.2	0.32	0.36	18.26	43.52	0.3	0.21	749	12.02	-13.69	54.01	0.01	-1.2	130.26	15.42	0.54	0.13	0.01	0.54	2.07
185	fg1_m13	1	2.64	1	87.14	0.07	0.03	10.49	0.3	0.45	7.7	17.7	0.3	0.48	759	11.64	-19.71	53.77	-0.25	-1.14	126.82	16.95	0.32	-0.14	0.25	0.32	-1.84
186	fg1_m13	1	2.64	2	31.21	0.04	0.02	14.34	0.21	0.26	7.57	8.24	0.3	0.21	368	7.49	-10.22	44.48	0.05	-0.97	126.92	15.97	-0.05	-0.63	0.05	0.05	-0.45
187	fg1_m13	1	2.64	3	31.45	0.06	0.04	7.96	0.29	0.33	27.41	26.09	0.0	0.48	368	9.54	-3.17	49.94	0.06	-0.8	131.72	18.28	0.04	-0.53	0.06	0.04	-0.82
188	fg1_m13	1	2.64	4	24.77	0.14	0.04	6.18	0.1	0.11	56.4	32.91	0.3	0.48	368	10.67	-9.91	10.11	-0.02	0.03	109.07	14.68	0.25	-0.63	0.02	0.25	-1.77
189	fg1_m13	1	2.64	5	54.3	0.06	0.03	13.96	0.35	0.59	17.9	22.7	0.43	0.21	666	13.4	-6.31	56.65	0.38	-0.8	125.59	15.15	0.5	-0.5	0.38	0.5	1.67
190	fg1_m13	1	2.64	6	44.78	0.07	0.03	10.94	0.35	0.64	6.34	9.95	0.3	0.48	650	13.81	-5.39	54.58	0.32	-1.01	136.34	14.93	0.11	-0.1	0.32	0.11	0.11
191	fg1_m13	1	2.74	0	83.35	0.04	0.02	8.53	0.23	0.41	11.75	18.01	0.3	0.48	368	7.52	-10.34	41.41	0.04	-1.22	128.82	15.01	0.07	-0.79	0.04	0.07	-0.92
192	fg1_m13	1	2.74	1	83.58	0.05	0.02	6.56	0.27	0.44	10.26	12.52	0.68	1.07	368	9.26	-18.53	43.02	-0.01	-1.12	130.22	15.14	0.22	-0.73	0.01	0.22	1.42
193	fg1_m13	1	2.74	2	35.59	0.04	0.02	12.47	0.26	0.23	9.09	9.59	0.61	0.77	368	8.35	-11.59	44.09	0.01	-1.08	130.91	15.03	0.16	-0.66	0.01	0.16	-0.2
194	fg1_m13	1	2.74	3	39.69	0.04	0.02	7.95	0.26	0.32	2.69	4.22	0.3	0.64	368	8.81	-3.54	49.23	0.15	-1.07	137.01	15.84	0.28	-0.56	0.15	0.28	-0.16
195	fg1_m13	1	2.74	4	16.38	0.31	0.03	5.2	0.11	0.19	27.79	13.54	0.3	0.48	368	6.88	-14.81	8.86	0.05	0.07	111.37	13.61	0.2	-0.42	0.05	0.2	-1.0
196	fg1_m13	1	2.74	5	47.56	0.05	0.02	6.08	0.3	0.65	23.58	26.96	0.0	0.48	634	13.03	-2.91	45.12	0.08	-1.04	124.26	14.17	0.38	-0.49	0.08	0.38	1.05
197	fg1_m13	1	2.74	6	47.31	0.04	0.03	7.21	0.35	0.65	3.25	9.5	0.3	0.48	665	13.36	6.59	54.83	-0.14	-1.15	121.91	13.23	0.37	-0.43	0.14	0.37	-0.79
198	fg1_m13	1	2.83	0	80.83	0.05	0.02	9.2	0.21	0.44	18.39	24.63	0.0	0.48	368	7.89	-8.52	41.55	-0.03	-1.1	129.47	15.1	0.21	-0.81	0.03	0.21	0.5
199	fg1_m13	1	2.83	1	84.91	0.03	0.02	6.76	0.26	0.46	10.62	13.16	0.0	0.21	368	8.89	-16.09	44.13	0.06	-1.21	132.27	17.04	-0.01	-0.59	0.06	0.01	0.06
200	fg1_m13	1	2.83	2	35.27	0.04	0.02	6.68	0.21	0.23	7.16	8.55	0.3	0.48	368	7.22	-13.58	44.59	0.04	-1.04	133.16	13.17	0.25	-0.38	0.04	0.25	0.64
201	fg1_m13	1	2.83	3	34.92	0.03	0.02	7.13	0.26	0.29	3.29	5.78	0.43	0.88	368	9.24	-2.7	48.08	0.15	-0.97	138.8	13.88	0.1	-0.82	0.15	0.1	-0.83
202	fg1_m13	1	2.83	4	55.64	0.13	0.03	4.51	0.1	0.17	29.27	19.83	0.3	0.48	368	5.97	-13.77	9.68	-0.28	1.81	111.14	13.47	0.2	-0.63	0.28	0.2	1.97
203	fg1_m13	1	2.83	5	50.87	0.04	0.03	10.46	0.33	0.65	14.48	11.54	0.3	0.48	638	12.84	-9.94	52.98	0.12	-1.01	125.48	12.77	0.41	-0.63	0.12	0.41	0.79
204	fg1_m13	1	2.83	6	45.26	0.04	0.02	7.43	0.32	0.63	2.17	6.14	0.3	0.48	658	12.93	-4.53	53.46	-0.18	-1.03	129.44	13.58	0.29	-0.33	0.18	0.29	-1.58
205	fg1_m13	1	2.92	0	80.05	0.06	0.02	9.48	0.22	0.34	19.35	18.4	0.3	0.48	368	8.24	-2.8	41.64	-0.15	-1.05	129.3	14.94	0.22	-1.02	0.15	0.22	0.64
206	fg1_m13	1	2.92	1	80.92	0.04	0.02	6.6	0.25	0.36	6.55	7.57	0.61	1.07	368	9.21	-6.97	44.28	-0.08	-1.19	132.78	16.21	0.15	-0.79	0.08	0.15	-0.76
207	fg1_m13	1	2.92	2	36.01	0.05	0.02	12.36	0.21	0.3	18.43	27.37	0.3	0.21	368	7.48	5.25	41.4	-0.03	-1.11	131.6	16.28	0.04	-0.74	0.03	0.04	-0.36
208	fg1_m13	1	2.92	3	39.34	0.03	0.02	8.16	0.27	0.45	2.78	5.11	0.43	0.88	368	9.37	-25.98	46.41	0.05	-1.05	137.01	14.8	0.31	-0.57	0.05	0.31	-0.8
209	fg1_m13	1	2.92	4	26.26	0.16	0.03	4.78	0.09	-0.12	62.55	48.37	0.3	1.07	368	7.0	-7.91	9.63	-0.32	0.0	108.71	12.73	0.15	-0.81	0.32	0.15	0.75
210	fg1_m13	1	2.92	5	50.82	0.04	0.02	9.84	0.34	0.67	14.51	24.11	0.0	0.21	655	13.77	2.69	49.5	-0.02	-1.05	123.51	10.96	0.69	0.2	0.02	0.69	-0.21
211	fg1_m13	1	2.92	6	45.48	0.03	0.02	7.62	0.32	0.63	2.26	5.33	0.0	0.48	669	11.79	-16.4	51.97	-0.07	-0.93	126.45	12.92	0.79	-0.07	0.07	0.79	-0.66
212	fg1_m13	1	3.02	0	78.1	0.05	0.02	9.59	0.25	0.33	6.27	9.42	0.3	0.77	368	8.92	-5.98	44.96	-0.04	-1.15	132.98	15.28	0.31	-0.43	0.04	0.31	-0.67
213	fg1_m13	1	3.02	2	36.72	0.04	0.03	8.27	0.24	0.33	4.61	6.39	0.43	0.48	368	8.2	-8.3	45.53	0.03	-1.07	132.98	16.09	0.32	-0.67	0.03	0.32	0.9
214	fg1_m13	1	3.02	5	51.87	0.03	0.02	10.44	0.34	0.64	13.38	18.41	0.3	0.64	645	13.22	-7.98	55.1	-0.05	-0.98	128.94	12.88	0.15	-0.73	0.05	0.15	0.88
215	fg1_m13	1	3.02	6	44.87	0.03	0.03	7.78	0.32	0.64	3.38	6.2	0.3	0.48	658	12.13	-3.71	55.36	-0.1	-0.94	130.9	15.22	-0.01	-0.16	0.1	0.01	0.16
216	fg1_m13	1	3.12	0	83.84	0.05	0.03	9.18	0.23	0.35	21.95	29.11	0.3	0.48	368	8.21	-1.64	45.52	-0.01	-1.09	129.67	17.13	0.04	-0.64	0.01	0.04	1.32
217	fg1_m13	1	3.12	1	83.58	0.03	0.02	10.05	0.25	0.39	7.03	12.59	0.3	0.48	368	7.62	-11.3	49.0	-0.01	-1.08	131.77	17.28	-0.13	-0.94	0.01	0.13	0.3
218	fg1_m13	1	3.12	2	35.47	0.03	0.02	6.95	0.23	0.34	4.76	6.5	0.3	0.48	368	7.69	-18.11	43.16	0.0	-1.2	132.19	15.77	0.51	-0.27	0.0	0.51	-1.08
219	fg1_m13	1	3.12	3	38.21	0.04	0.02	8.24	0.27	0.46	4.32	6.94	0.3	0.48	368	9.32	12.3	48.7	-0.02	-0.93	135.89	15.64	0.21	-0.67	0.02	0.21	-0.57
220	fg1_m13	1	3.12	4	20.13	0.27	0.02	4.68	0.12	-0.04	33.65	30.65	0.0	0.48	368	6.59	-15.56	9.24	-0.05	-0.62	110.44	12.18	0.24	-0.83	0.05	0.24	0.63
221	fg1_m13	1	3.12	5	50.01	0.03	0.02	6.57	0.33	0.65	14.64	18.73	0.43	0.48	645	13.06	-17.5	49.81	-0.03	-1.02	124.58	13.37	0.09	-0.84	0.03	0.09	0.54
222	fg1_m13	1	3.12	6	47.33	0.05	0.03	10.84	0.32	0.65	12.46	19.1	0.0	0.64	656	12.54	2.69	55.41	-0.05	-0.99	129.03	13.34	0.38	-0.03	0.05	0.38	-1.35
223	fg1_m13	1	3.22	0	87.14	0.05	0.02	8.86	0.23	0.35	3.81	9.18	0.0	0.77	368	7.58	-10.51	43.84	-0.01	-1.27	129.29	14.96	0.43	-0.6	0.01	0.43	-0.64
224	fg1_m13	1	3.22	1	84.35	0.05	0.03	10.52	0.26	0.37	34.85	32.9	0.3	0.48	368	8.29	-17.58	46.54	-0.05	-1.21	130.9	14.86	-0.01	-0.67	0.05	0.01	1.24
225	fg1_m13	1	3.22	2	35.17	0.05	0.03	11.7	0.22	0.32	9.79	8.98	0.3	0.21	368	7.89	-7.15	43.79	0.03	-1.0	130.27	16.68	0.28	-0.71	0.03	0.28	-0.35
226	fg1_m13	1	3.22	3	39.12	0.06	0.02	8.83	0.28	0.45	7.87	13.84	0.43	0.48	368	9.63	-2.09	47.79	-0.12	-0.93	135.76	15.59	0.38	-0.46	0.12	0.38	1.34
227	fg1_m13	1	3.22	4	39.41	0.5	0.03	8.85	0.11	-0.11	62.74	36.61	0.0	0.48	368	6.44	-13.63	9.56	-0.17	0.16	107.62	12.36	0.3	-0.78	0.17	0.3	0.71
228	fg1_m13	1	3.22	5	49.44	0.04	0.02	6.6	0.32	0.66	14.72	31.62	0.3	0.21	633	13.11	-5.76	49.44	-0.04	-1.12	123.65	12.56	0.61	-0.43	0.04	0.61	0.25
229	fg1_m13	1	3.22	6	45.35	0.03	0.02	7.63	0.33	0.6	12.51	16.34	0.0	0.77	664	12.42	-3.37	55.13	0.21	-0.98	128.7	12.65	0.46	-0.14	0.21	0.46	-0.15
230	fg1_m13	1	3.31	0	80.12	0.06	0.03	10.14	0.25	0.41	11.24	14.79	0.3	0.48	368	7.95	-3.27	45.3	-0.08	-1.23	128.83	14.58	0.54	-0.51	0.08	0.54	0.71
231	fg1_m13	1	3.31	1	82.86	0.05	0.03	9.86	0.27	0.44	16.32	15.98	0.61	1.07	368	8.79	-16.41	45.98	-0.05	-1.17	132.09	15.29	0.07	-0.62	0.05	0.07	-0.28
232	fg1_m13	1	3.31	2	35.03	0.05	0.03	11.58	0.24	0.2	7.38	8.85	0.3	0.21	368	7.73	-13.08	45.08	0.08	-1.05	132.08	15.83	0.23	-0.81	0.08	0.23	0.98
233	fg1_m13	1	3.31	4	12.48	0.23	0.02	3.58	0.15	-0.11	32.81	20.38	0.43	0.64	368	7.07	-16.64	9.73	0.21	-0.39	108.38	12.4	-0.07	-0.37	0.21	0.07	0.95
234	fg1_m13	1	3.31	5	49.68	0.03	0.02	11.43	0.3	0.65	3.63	5.72	0.0	0.21	365	11.32	-10.37	42.5	0.19	-0.78	128.91	13.05	-0.0	-0.63	0.19	0.0	-0.86
235	fg1_m13	1	3.31	6	45.45	0.04	0.02	7.42	0.33	0.65	2.02	4.74	0.0	0.64	653	12.62	4.61	55.46	-0.05	-0.92	128.88	13.41	0.4	-0.48	0.05	0.4	0.23
236	fg1_m13	1	3.41	0	80.61	0.05	0.02	9.23	0.25	0.4	15.25	18.98	0.0	0.48	368	8.36	-4.7	45.49	-0.06	-1.23	132.18	15.11	-0.06	-0.66	0.06	0.06	-0.52
237	fg1_m13	1	3.41	1	82.79	0.04	0.03	6.88	0.27	0.47	17.84	16.71	0.61	1.07	368	9.05	-15.27	46.43	-0.05	-1.1	132.09	15.76	-0.12	-0.88	0.05	0.12	-1.39
238	fg1_m13	1	3.41	4	16.95	0.2	0.02	4.02	0.16	-0.04	44.71	42.88	0.3	0.77	368	7.05	-19.06	9.79	-0.14	-0.41	110.53	11.57	0.12	-0.81	0.14	0.12	-1.27
239	fg1_m13	1	3.41	5	53.1	0.04	0.02	10.24	0.34	0.64	3.34	8.5	0.0	0.21	637	13.04	-14.75	54.32	0.04	-1.11	127.67	11.57	0.7	-0.2	0.04	0.7	-0.99
240	fg1_m13	1	3.41	6	44.79	0.04	0.02	6.64	0.34	0.63	16.97	25.65	0.3	0.48	655	12.41	2.93	56.62	-0.05	-1.02	129.81	12.44	0.62	0.24	0.05	0.62	0.5
241	fg1_m13	1	8.38	0	70.83	0.04	0.02	7.4	0.34	0.92	2.42	4.31	0.61	0.48	746	219.11	-6.09	49.53	0.01	-1.38	117.78	13.01	1.11	0.63	0.01	1.11	-1.73
242	fg1_m13	1	8.38	3	44.4	0.04	0.03	7.51	0.43	0.59	0.55	1.12	0.3	0.64	778	56.49	1.16	70.26	-0.02	-1.33	127.52	12.54	0.94	0.48	0.02	0.94	-0.15
243	fg1_m13	1	8.38	4	44.91	0.48	0.02	8.99	0.18	0.81	2.17	4.11	0.0	0.77	689	30.37	-15.64	17.65	0.01	-1.35	106.51	12.29	0.9	0.24	0.01	0.9	0.96
244	fg1_m13	1	8.38	5	60.24	0.03	0.02	8.16	0.46	0.55	1.63	1.58	0.0	0.48	783	36.53	-15.44	71.6	-0.01	-1.31	126.66	7.63	1.0	0.37	0.01	1.0	-1.05
245	fg1_m13	1	8.38	6	47.4	0.03	0.02	8.13	0.47	0.58	1.67	3.01	0.0	0.48	788	36.52	-4.64	76.75	0.04	-1.31	129.38	11.02	1.2	1.08	0.04	1.2	-1.35
